LAT,LON,YEAR,MO,DY,Date,dew_point,T2M_MAX,T2M_MIN,WS50M_MIN,WS50M_MAX,avg_temp,relative_humidity,avg_wind_speed
33.95001,151.17001,2017,5,24,24-05-2017,17.2,19.4,18.9,6.5,9.5,19.1,88.1,8
33.95001,151.17001,2017,5,25,25-05-2017,19.6,20.6,19.3,6.6,11.5,19.9,97,9
33.95001,151.17001,2017,5,26,26-05-2017,20.3,21,20.4,10.6,13.4,20.7,97.7,12
33.95001,151.17001,2017,5,27,27-05-2017,20.6,21.1,20.8,9.6,12,21,97.9,10.8
33.95001,151.17001,2017,5,28,28-05-2017,20.5,21.1,20,7.6,13.9,20.5,97.8,10.7
33.95001,151.17001,2017,5,29,29-05-2017,17.3,19.9,18.2,2.2,6.9,19,90.5,4.6
33.95001,151.17001,2017,5,30,30-05-2017,14.6,18.2,18,2.2,5.9,18.1,80,4.1
33.95001,151.17001,2017,5,31,31-05-2017,14,18.9,17.9,0.5,3.7,18.4,74.5,2.1
33.95001,151.17001,2017,6,1,01-06-2017,15.9,19.9,18.8,2.4,16.4,19.4,80,9.4
33.95001,151.17001,2017,6,2,02-06-2017,20.2,21,20.3,10,17,20.7,97,13.5
33.95001,151.17001,2017,6,3,03-06-2017,19.8,20.9,20.4,6.2,11.8,20.7,94.7,9
33.95001,151.17001,2017,6,4,04-06-2017,17.8,20.8,20.5,6.3,8.7,20.7,83.2,7.5
33.95001,151.17001,2017,6,5,05-06-2017,15.6,20.6,18.4,4.3,6.5,19.5,78.9,5.4
33.95001,151.17001,2017,6,6,06-06-2017,14.5,19.3,18,5.4,7.6,18.6,77.9,6.5
33.95001,151.17001,2017,6,7,07-06-2017,13.2,18.4,17.7,5.7,7.9,18.1,73.1,6.8
33.95001,151.17001,2017,6,8,08-06-2017,14.3,19.4,18,4.3,8.3,18.7,77,6.3
33.95001,151.17001,2017,6,9,09-06-2017,18,20.7,19.5,6.8,8.8,20.1,86.1,7.8
33.95001,151.17001,2017,6,10,10-06-2017,19.8,20.8,20.6,7.1,9.9,20.7,94.9,8.5
33.95001,151.17001,2017,6,11,11-06-2017,19.8,20.8,20.3,4.4,8.4,20.6,94.9,6.4
33.95001,151.17001,2017,6,12,12-06-2017,18.1,20.7,18.7,3.1,12.8,19.7,90.3,8
33.95001,151.17001,2017,6,13,13-06-2017,13.9,18.6,18.1,2.9,10.5,18.3,75.5,6.7
33.95001,151.17001,2017,6,14,14-06-2017,14.9,19.1,17.5,0.3,12.6,18.3,82.7,6.5
33.95001,151.17001,2017,6,15,15-06-2017,17.8,20.6,19.3,0.6,8.2,19.9,87.5,4.4
33.95001,151.17001,2017,6,16,16-06-2017,20.5,22,20.7,3.4,14.2,21.3,95.2,8.8
33.95001,151.17001,2017,6,17,17-06-2017,16.6,20.6,18.9,2.7,4,19.8,82.2,3.4
33.95001,151.17001,2017,6,18,18-06-2017,16.7,20.2,18.8,0.7,6.6,19.5,83.8,3.7
33.95001,151.17001,2017,6,19,19-06-2017,21,22.1,20.3,5.4,12.9,21.2,96.8,9.2
33.95001,151.17001,2017,6,20,20-06-2017,18.2,21.5,20.4,10.1,16.6,20.9,84.2,13.4
33.95001,151.17001,2017,6,21,21-06-2017,16.8,20.3,19.6,1.7,9.5,20,81.8,5.6
33.95001,151.17001,2017,6,22,22-06-2017,20,22.4,20.2,4,13.2,21.3,91.5,8.6
33.95001,151.17001,2017,6,23,23-06-2017,21,22.4,20.2,3,15.8,21.3,95.6,9.4
33.95001,151.17001,2017,6,24,24-06-2017,19.6,21.4,19.6,0.4,4.2,20.5,93.3,2.3
33.95001,151.17001,2017,6,25,25-06-2017,21.1,22.4,20.9,3,13.8,21.7,95,8.4
33.95001,151.17001,2017,6,26,26-06-2017,22.1,22.7,22.3,11.3,14.1,22.5,97.3,12.7
33.95001,151.17001,2017,6,27,27-06-2017,22,22.5,22.2,10.7,12,22.3,97.6,11.3
33.95001,151.17001,2017,6,28,28-06-2017,21.5,22.4,21.5,0.5,11.7,21.9,96.3,6.1
33.95001,151.17001,2017,6,29,29-06-2017,20.6,22.5,20.7,4,11.5,21.6,94.1,7.7
33.95001,151.17001,2017,6,30,30-06-2017,18.6,21.2,20.8,5.4,9.4,21,86.3,7.4
33.95001,151.17001,2017,7,1,01-07-2017,17.8,22.6,20.7,2.1,8.6,21.6,80.3,5.4
33.95001,151.17001,2017,7,2,02-07-2017,22.4,23,22.7,8.8,12.5,22.8,97.2,10.7
33.95001,151.17001,2017,7,3,03-07-2017,22.6,23.1,22.7,6.7,11,22.9,97.8,8.9
33.95001,151.17001,2017,7,4,04-07-2017,22.7,23.3,23.1,9.1,11.7,23.2,97.2,10.4
33.95001,151.17001,2017,7,5,05-07-2017,22.8,24.1,23.2,10,15.1,23.7,95.4,12.5
33.95001,151.17001,2017,7,6,06-07-2017,22.8,23.4,23,3.9,9.5,23.2,97.8,6.7
33.95001,151.17001,2017,7,7,07-07-2017,22.9,23.5,23.3,6,8,23.4,96.5,7
33.95001,151.17001,2017,7,8,08-07-2017,22.4,23.5,23.1,1,8.2,23.3,94.4,4.6
33.95001,151.17001,2017,7,9,09-07-2017,22.4,23.8,22.9,0.4,7.8,23.4,94,4.1
33.95001,151.17001,2017,7,10,10-07-2017,21.1,23.8,22.5,5.3,8,23.2,88.4,6.6
33.95001,151.17001,2017,7,11,11-07-2017,21.2,24.3,23.8,2.8,5.6,24.1,83.8,4.2
33.95001,151.17001,2017,7,12,12-07-2017,20.9,24.9,24.1,0.5,4.2,24.5,80.2,2.3
33.95001,151.17001,2017,7,13,13-07-2017,19.8,25,24.7,1.1,3.5,24.8,73.4,2.3
33.95001,151.17001,2017,7,14,14-07-2017,22.4,25.1,24.7,2.9,4.9,24.9,85.7,3.9
33.95001,151.17001,2017,7,15,15-07-2017,23.5,25.6,24.9,4.1,6.9,25.2,89.7,5.5
33.95001,151.17001,2017,7,16,16-07-2017,24,25.8,25.2,7.1,8.8,25.5,91,8
33.95001,151.17001,2017,7,17,17-07-2017,24,25.8,25.4,6.1,7.8,25.6,90.9,7
33.95001,151.17001,2017,7,18,18-07-2017,23.6,25.9,25.5,6.4,8.2,25.7,87.4,7.3
33.95001,151.17001,2017,7,19,19-07-2017,23.7,26.2,25.9,7.7,9.4,26.1,86.4,8.5
33.95001,151.17001,2017,7,20,20-07-2017,22.7,26.6,25.9,3.2,7.7,26.3,80.4,5.4
33.95001,151.17001,2017,7,21,21-07-2017,24,26.7,26.2,3.9,9.2,26.4,86.2,6.5
33.95001,151.17001,2017,7,22,22-07-2017,23.4,26.6,26.3,8.7,10.6,26.5,83.2,9.6
33.95001,151.17001,2017,7,23,23-07-2017,22.6,26.3,25.9,8.4,11.1,26.1,81.2,9.8
33.95001,151.17001,2017,7,24,24-07-2017,22.2,26.1,25.6,4.3,8.1,25.8,80.5,6.2
33.95001,151.17001,2017,7,25,25-07-2017,22.3,26,25.7,3.9,9.7,25.9,80.8,6.8
33.95001,151.17001,2017,7,26,26-07-2017,24.2,26.4,26,7.9,11.1,26.2,88.1,9.5
33.95001,151.17001,2017,7,27,27-07-2017,24.5,26.6,26.1,11.3,16.8,26.3,89.5,14
33.95001,151.17001,2017,7,28,28-07-2017,24,26,25.8,11.5,13.5,25.9,88.8,12.5
33.95001,151.17001,2017,7,29,29-07-2017,22.9,25.8,25.5,8.4,11.4,25.7,84.3,9.9
33.95001,151.17001,2017,7,30,30-07-2017,21.7,25.7,24.9,4.3,8,25.3,80.2,6.1
33.95001,151.17001,2017,7,31,31-07-2017,21.2,25.7,24.9,1,3.9,25.3,78.6,2.4
33.95001,151.17001,2017,8,1,01-08-2017,20.9,25.4,24.9,0.1,3.2,25.2,77.8,1.7
33.95001,151.17001,2017,8,2,02-08-2017,22.1,26.1,25.5,2.2,6.1,25.8,80.1,4.2
33.95001,151.17001,2017,8,3,03-08-2017,22.3,26.4,25.3,3.4,5.1,25.8,80.3,4.2
33.95001,151.17001,2017,8,4,04-08-2017,21.6,25.3,25,3.3,6.1,25.1,80.5,4.7
33.95001,151.17001,2017,8,5,05-08-2017,19.9,25,24.1,5.1,7.1,24.5,74.9,6.1
33.95001,151.17001,2017,8,6,06-08-2017,18.8,24.3,24,1.5,5,24.1,71.9,3.3
33.95001,151.17001,2017,8,7,07-08-2017,21.1,25.8,24.3,2.1,5.8,25.1,79.4,3.9
33.95001,151.17001,2017,8,8,08-08-2017,24.4,26.3,25.8,4.5,7.6,26.1,89.8,6.1
33.95001,151.17001,2017,8,9,09-08-2017,24.6,26.8,26.2,6,9.7,26.5,88.8,7.8
33.95001,151.17001,2017,8,10,10-08-2017,25.3,26.9,26.7,5.6,8.2,26.8,90.9,6.9
33.95001,151.17001,2017,8,11,11-08-2017,24.6,26.8,25.7,0.9,5.6,26.3,90.6,3.2
33.95001,151.17001,2017,8,12,12-08-2017,24.4,26.9,25.9,1.2,5.8,26.4,88.1,3.5
33.95001,151.17001,2017,8,13,13-08-2017,24.3,26.6,26.2,4.6,6.2,26.4,88.4,5.4
33.95001,151.17001,2017,8,14,14-08-2017,25.3,27.5,26.6,6,6.9,27.1,89.2,6.5
33.95001,151.17001,2017,8,15,15-08-2017,23.9,27.4,26.9,4.4,7.8,27.1,82.8,6.1
33.95001,151.17001,2017,8,16,16-08-2017,22,27,26.4,0.8,4.5,26.7,75.5,2.7
33.95001,151.17001,2017,8,17,17-08-2017,24.1,27.8,26.4,2.6,4.4,27.1,84.2,3.5
33.95001,151.17001,2017,8,18,18-08-2017,25.4,27.9,27.4,3.1,9.5,27.7,87.2,6.3
33.95001,151.17001,2017,8,19,19-08-2017,25.8,27.9,27.5,5.3,10.9,27.7,89.5,8.1
33.95001,151.17001,2017,8,20,20-08-2017,23.8,27.6,26.1,2.8,5,26.8,82.5,3.9
33.95001,151.17001,2017,8,21,21-08-2017,21.2,26,24.6,3.9,6.1,25.3,78.4,5
33.95001,151.17001,2017,8,22,22-08-2017,20.3,25.3,24.5,3.3,4.2,24.9,75.6,3.8
33.95001,151.17001,2017,8,23,23-08-2017,22.1,27.4,25.1,3.8,7.1,26.3,78.3,5.4
33.95001,151.17001,2017,8,24,24-08-2017,24.8,27.7,27.4,7.3,8.9,27.5,85.1,8.1
33.95001,151.17001,2017,8,25,25-08-2017,25.5,27.8,27.4,8.5,9.9,27.6,88.3,9.2
33.95001,151.17001,2017,8,26,26-08-2017,25.6,27.8,27.6,7.7,10.2,27.7,88.3,8.9
33.95001,151.17001,2017,8,27,27-08-2017,24.6,28.3,27.5,2.9,7.8,27.9,81.9,5.3
33.95001,151.17001,2017,8,28,28-08-2017,24,28.2,27.5,3.2,6.6,27.8,80.3,4.9
33.95001,151.17001,2017,8,29,29-08-2017,23.8,28.1,27.5,4.7,7.1,27.8,78.4,5.9
33.95001,151.17001,2017,8,30,30-08-2017,24.5,28.3,28.1,7.4,12.4,28.2,80.6,9.9
33.95001,151.17001,2017,8,31,31-08-2017,24.5,28.1,27.9,11.8,14.1,28,81,12.9
33.95001,151.17001,2017,9,1,01-09-2017,24.3,28.1,27.7,9.4,13.1,27.9,80.4,11.2
33.95001,151.17001,2017,9,2,02-09-2017,25.5,28.1,26.9,9.5,22.4,27.5,87.6,16
33.95001,151.17001,2017,9,3,03-09-2017,24.2,28.2,25.7,7.1,25.7,26.9,83.2,16.4
33.95001,151.17001,2017,9,4,04-09-2017,20.1,25.6,25.1,3.3,6.5,25.3,72.9,4.9
33.95001,151.17001,2017,9,5,05-09-2017,20.4,25.1,23.3,3.4,11,24.2,77,7.2
33.95001,151.17001,2017,9,6,06-09-2017,22,25.3,23.2,5.4,10.5,24.3,85.4,8
33.95001,151.17001,2017,9,7,07-09-2017,24.2,26.3,24.9,5.4,9.8,25.6,90.5,7.6
33.95001,151.17001,2017,9,8,08-09-2017,25,26.6,26,7.3,11.2,26.3,92.2,9.2
33.95001,151.17001,2017,9,9,09-09-2017,22.1,26.3,23.6,5.4,11.5,25,85.2,8.5
33.95001,151.17001,2017,9,10,10-09-2017,22.7,25.8,23.4,5.3,7.8,24.6,88.7,6.6
33.95001,151.17001,2017,9,11,11-09-2017,22.2,25.4,24.5,3,9.1,25,84.9,6.1
33.95001,151.17001,2017,9,12,12-09-2017,21,26.3,24.4,0.8,7.5,25.3,78.1,4.1
33.95001,151.17001,2017,9,13,13-09-2017,24.9,26.2,26.1,7.8,9.2,26.2,92.6,8.5
33.95001,151.17001,2017,9,14,14-09-2017,23.2,26.2,24.6,3.8,7.6,25.4,88.4,5.7
33.95001,151.17001,2017,9,15,15-09-2017,22.3,25.9,24.1,4,10.5,25,82.9,7.3
33.95001,151.17001,2017,9,16,16-09-2017,18,23.9,22.6,3.4,8.8,23.3,71.9,6.1
33.95001,151.17001,2017,9,17,17-09-2017,18.3,24.4,22.5,3.4,9,23.5,72.8,6.2
33.95001,151.17001,2017,9,18,18-09-2017,22.3,26.1,24.3,9.1,11.9,25.2,83.2,10.5
33.95001,151.17001,2017,9,19,19-09-2017,24.8,26.1,25.6,7.2,9.9,25.9,94,8.5
33.95001,151.17001,2017,9,20,20-09-2017,24.2,25.8,25.3,4.1,7.8,25.5,92,5.9
33.95001,151.17001,2017,9,21,21-09-2017,23.4,25.8,25.1,4.7,8.8,25.5,88.5,6.7
33.95001,151.17001,2017,9,22,22-09-2017,19.1,25.4,22.9,3.8,8.1,24.2,74.8,6
33.95001,151.17001,2017,9,23,23-09-2017,20.1,25.7,22.7,4,10,24.2,82.1,7
33.95001,151.17001,2017,9,24,24-09-2017,23.8,26.1,24.4,8.1,14.5,25.2,90.3,11.3
33.95001,151.17001,2017,9,25,25-09-2017,19.3,24.3,22.5,2.1,11.7,23.4,77.6,6.9
33.95001,151.17001,2017,9,26,26-09-2017,19.8,24.2,22.5,3.2,9.3,23.4,79.6,6.3
33.95001,151.17001,2017,9,27,27-09-2017,19.2,24.1,23.4,4.6,8.4,23.7,75.9,6.5
33.95001,151.17001,2017,9,28,28-09-2017,19.5,26.2,23.4,4.8,12.5,24.8,72.3,8.7
33.95001,151.17001,2017,9,29,29-09-2017,23.9,26.1,25.8,8.9,12.7,26,88.3,10.8
33.95001,151.17001,2017,9,30,30-09-2017,23.7,26.1,23.5,1.5,9.3,24.8,92.3,5.4
33.95001,151.17001,2017,10,1,01-10-2017,18.1,23.3,22.4,9.5,13.8,22.8,75.4,11.7
33.95001,151.17001,2017,10,2,02-10-2017,18.8,24.4,22.5,5.2,9.7,23.4,76,7.4
33.95001,151.17001,2017,10,3,03-10-2017,22.4,25.5,24.5,4.3,8.2,25,85.4,6.3
33.95001,151.17001,2017,10,4,04-10-2017,22.3,25.6,21.7,6.8,12.3,23.7,89.6,9.5
33.95001,151.17001,2017,10,5,05-10-2017,17.8,21.8,21.3,8.6,11.2,21.5,79.3,9.9
33.95001,151.17001,2017,10,6,06-10-2017,17.5,23,21.4,10.9,13.1,22.2,75.3,12
33.95001,151.17001,2017,10,7,07-10-2017,20.1,24.6,23,12.3,13.5,23.8,80.2,12.9
33.95001,151.17001,2017,10,8,08-10-2017,23.5,24.9,24.1,3.7,12.1,24.5,93,7.9
33.95001,151.17001,2017,10,9,09-10-2017,20.2,24,22.2,3.7,8.7,23.1,83.4,6.2
33.95001,151.17001,2017,10,10,10-10-2017,18.6,23.3,21.8,0.1,5.2,22.5,78.3,2.7
33.95001,151.17001,2017,10,11,11-10-2017,19.9,24.4,23,1.7,5.9,23.7,78.6,3.8
33.95001,151.17001,2017,10,12,12-10-2017,20.8,24.7,24.3,4.5,6.4,24.5,79.9,5.4
33.95001,151.17001,2017,10,13,13-10-2017,21.1,25.4,24.8,4.4,6.4,25.1,78.6,5.4
33.95001,151.17001,2017,10,14,14-10-2017,22.2,25.8,25.4,5.5,7.9,25.6,81.2,6.7
33.95001,151.17001,2017,10,15,15-10-2017,22.4,25.8,23.9,4.3,6.8,24.9,83.9,5.5
33.95001,151.17001,2017,10,16,16-10-2017,20.1,23.7,22.8,4.7,9.9,23.3,83.7,7.3
33.95001,151.17001,2017,10,17,17-10-2017,22,25.1,23.1,5.9,9,24.1,85.9,7.4
33.95001,151.17001,2017,10,18,18-10-2017,19.2,24.6,21.4,5.3,12,23,80.8,8.7
33.95001,151.17001,2017,10,19,19-10-2017,16.8,22.1,20.8,8.1,11.7,21.4,74.6,9.9
33.95001,151.17001,2017,10,20,20-10-2017,20.7,24.9,22,7.6,14.1,23.4,84.6,10.8
33.95001,151.17001,2017,10,21,21-10-2017,23,25,24.8,1.3,7.5,24.9,89,4.4
33.95001,151.17001,2017,10,22,22-10-2017,23.5,25.3,24.8,4.4,12.6,25,91.4,8.5
33.95001,151.17001,2017,10,23,23-10-2017,24.7,26.3,25.2,11.6,16.9,25.8,93.7,14.2
33.95001,151.17001,2017,10,24,24-10-2017,18.8,26.2,20.8,6.9,15.3,23.5,80,11.1
33.95001,151.17001,2017,10,25,25-10-2017,20.4,25,20.6,7.6,14.4,22.8,90.4,11
33.95001,151.17001,2017,10,26,26-10-2017,21.1,24.7,22.4,5,12.2,23.6,86.9,8.6
33.95001,151.17001,2017,10,27,27-10-2017,18.9,23.2,22.5,8.5,10.3,22.8,78.1,9.4
33.95001,151.17001,2017,10,28,28-10-2017,16.5,22.4,20.4,9.4,12.8,21.4,74.1,11.1
33.95001,151.17001,2017,10,29,29-10-2017,17,23.6,20.4,10.4,17.4,22,73.9,13.9
33.95001,151.17001,2017,10,30,30-10-2017,21.2,25.6,21.1,12.1,20.1,23.3,84.4,16.1
33.95001,151.17001,2017,10,31,31-10-2017,13.7,20.8,19.5,6.2,12.8,20.2,68.3,9.5
33.95001,151.17001,2017,11,1,01-11-2017,11.9,21.5,19.3,2.8,6.1,20.4,58.8,4.5
33.95001,151.17001,2017,11,2,02-11-2017,14.6,23.7,21.7,1.7,9.3,22.7,60.5,5.5
33.95001,151.17001,2017,11,3,03-11-2017,19.6,23.9,22.7,7.1,13.3,23.3,80.1,10.2
33.95001,151.17001,2017,11,4,04-11-2017,20.9,24.3,22.6,3.3,14.4,23.5,85.2,8.9
33.95001,151.17001,2017,11,5,05-11-2017,17.3,23.9,18.8,8.5,13.7,21.4,80.9,11.1
33.95001,151.17001,2017,11,6,06-11-2017,12.6,20,18.6,3.9,9.6,19.3,65.4,6.8
33.95001,151.17001,2017,11,7,07-11-2017,13.8,21.3,19.9,3.5,6,20.6,63.8,4.8
33.95001,151.17001,2017,11,8,08-11-2017,14.4,22.4,20.9,4.4,9.3,21.6,63.6,6.8
33.95001,151.17001,2017,11,9,09-11-2017,17.7,22.8,19.1,9.4,16.9,20.9,76.9,13.2
33.95001,151.17001,2017,11,10,10-11-2017,12.4,18.9,18.2,4.2,15.9,18.5,66.9,10
33.95001,151.17001,2017,11,11,11-11-2017,13.2,22.9,18.1,0.9,16.7,20.5,65.8,8.8
33.95001,151.17001,2017,11,12,12-11-2017,15,23,18.4,9.8,17.1,20.7,74.8,13.4
33.95001,151.17001,2017,11,13,13-11-2017,12.3,18.6,18.2,5.5,9.7,18.4,67.4,7.6
33.95001,151.17001,2017,11,14,14-11-2017,13.1,21.1,18.1,3.5,16.3,19.6,67.5,9.9
33.95001,151.17001,2017,11,15,15-11-2017,18.4,22.7,20.9,14,21,21.8,80.4,17.5
33.95001,151.17001,2017,11,16,16-11-2017,17.7,22.7,21.5,8.5,17.5,22.1,76.6,13
33.95001,151.17001,2017,11,17,17-11-2017,13.8,21.4,18.6,6,9.6,20,70.4,7.8
33.95001,151.17001,2017,11,18,18-11-2017,15.2,22.5,18.8,6.4,18.4,20.6,72.7,12.4
33.95001,151.17001,2017,11,19,19-11-2017,17.1,22.3,17.8,11.6,25.9,20,80.9,18.7
33.95001,151.17001,2017,11,20,20-11-2017,11.2,19.3,17.2,1.9,11.5,18.3,64.6,6.7
33.95001,151.17001,2017,11,21,21-11-2017,14.6,20.4,18.1,8.8,12.5,19.3,73.4,10.6
33.95001,151.17001,2017,11,22,22-11-2017,12.6,19,17.7,7.2,10.7,18.4,68.9,8.9
33.95001,151.17001,2017,11,23,23-11-2017,14.6,21.6,18.8,6.9,17.2,20.2,71.3,12
33.95001,151.17001,2017,11,24,24-11-2017,16.8,21.9,20.3,3.7,17.9,21.1,76.8,10.8
33.95001,151.17001,2017,11,25,25-11-2017,12.5,20.8,19.6,4.2,14.5,20.2,62.5,9.3
33.95001,151.17001,2017,11,26,26-11-2017,10.6,20.3,19.9,0.6,5.2,20.1,54.1,2.9
33.95001,151.17001,2017,11,27,27-11-2017,14.5,20.5,17.6,5.3,9.7,19,73,7.5
33.95001,151.17001,2017,11,28,28-11-2017,15.1,19.6,17.4,6.8,8.1,18.5,81.1,7.4
33.95001,151.17001,2017,11,29,29-11-2017,19.1,21.5,19.7,2.7,11.4,20.6,89.2,7
33.95001,151.17001,2017,11,30,30-11-2017,17.5,21.4,19.2,0.9,12.4,20.3,83,6.6
33.95001,151.17001,2017,12,1,01-12-2017,17.7,21.6,19.1,4.1,14.5,20.4,83.6,9.3
33.95001,151.17001,2017,12,2,02-12-2017,14.1,20.7,16.7,2.4,10.8,18.7,76.3,6.6
33.95001,151.17001,2017,12,3,03-12-2017,12.7,19.6,16.6,3.4,10.5,18.1,74.4,7
33.95001,151.17001,2017,12,4,04-12-2017,18.2,21.9,18.6,1.2,18.5,20.2,89.7,9.8
33.95001,151.17001,2017,12,5,05-12-2017,18.7,21.9,19.3,8.7,18.5,20.6,88,13.6
33.95001,151.17001,2017,12,6,06-12-2017,13.3,19.3,16.7,6.8,14.1,18,73.8,10.5
33.95001,151.17001,2017,12,7,07-12-2017,10.8,19.1,17.6,0.4,6,18.4,61.6,3.2
33.95001,151.17001,2017,12,8,08-12-2017,13.6,19.9,18,4,9.5,18.9,71,6.7
33.95001,151.17001,2017,12,9,09-12-2017,13.6,21.5,16.2,10.9,24.9,18.9,75.5,17.9
33.95001,151.17001,2017,12,10,10-12-2017,9.1,17.3,14.8,1.1,10.8,16,65.4,6
33.95001,151.17001,2017,12,11,11-12-2017,16.8,21,17.6,8.1,14.1,19.3,82.5,11.1
33.95001,151.17001,2017,12,12,12-12-2017,14.9,21.2,18.8,13.4,15.8,20,72.2,14.6
33.95001,151.17001,2017,12,13,13-12-2017,13,19,16.9,9,13.1,17.9,70.5,11.1
33.95001,151.17001,2017,12,14,14-12-2017,11.2,16.7,14,8.5,15.9,15.3,78.9,12.2
33.95001,151.17001,2017,12,15,15-12-2017,8.8,15.4,14.6,1.3,14.2,15,66.5,7.8
33.95001,151.17001,2017,12,16,16-12-2017,10.6,19.2,15.2,1.2,11.7,17.2,65.3,6.5
33.95001,151.17001,2017,12,17,17-12-2017,14.9,20.9,15.8,12.1,20.2,18.3,77.2,16.2
33.95001,151.17001,2017,12,18,18-12-2017,9.6,15.5,14.6,3.6,12.5,15,70.1,8.1
33.95001,151.17001,2017,12,19,19-12-2017,12.3,19.7,14.5,0.6,14.4,17.1,72.4,7.5
33.95001,151.17001,2017,12,20,20-12-2017,12,19.2,14.1,4.8,12.4,16.6,73.1,8.6
33.95001,151.17001,2017,12,21,21-12-2017,13.2,17,13.9,4.5,8.6,15.4,87.6,6.5
33.95001,151.17001,2017,12,22,22-12-2017,14.6,17.9,16.6,3.5,12.5,17.3,84.4,8
33.95001,151.17001,2017,12,23,23-12-2017,11.2,18.5,16.2,2.4,10.4,17.3,68.8,6.4
33.95001,151.17001,2017,12,24,24-12-2017,10.9,18.7,16.1,4.9,13,17.4,68.3,9
33.95001,151.17001,2017,12,25,25-12-2017,14.8,21,16.4,7.9,23.8,18.7,79.1,15.9
33.95001,151.17001,2017,12,26,26-12-2017,12.2,19.1,16.7,4.4,16.7,17.9,69.8,10.6
33.95001,151.17001,2017,12,27,27-12-2017,11.4,18.7,13.2,13.2,20.3,16,72.1,16.7
33.95001,151.17001,2017,12,28,28-12-2017,8.6,13.4,12.7,15.7,17.4,13,74.3,16.6
33.95001,151.17001,2017,12,29,29-12-2017,9.6,16.8,13.2,8.4,17.6,15,73.2,13
33.95001,151.17001,2017,12,30,30-12-2017,9.7,17.3,12.9,9.7,18.8,15.1,74,14.3
33.95001,151.17001,2017,12,31,31-12-2017,8.7,14.8,13,3.6,15.2,13.9,70.1,9.4
33.95001,151.17001,2018,1,1,01-01-2018,10.8,18.5,14.4,2.2,15.7,16.4,72,8.9
33.95001,151.17001,2018,1,2,02-01-2018,9,15.9,13.8,14.9,18.8,14.8,67.9,16.9
33.95001,151.17001,2018,1,3,03-01-2018,8.3,14.1,10.9,5.8,20.4,12.5,73.9,13.1
33.95001,151.17001,2018,1,4,04-01-2018,7.8,13.4,10,12.4,20.2,11.7,74.2,16.3
33.95001,151.17001,2018,1,5,05-01-2018,7.8,13.3,12.7,3.2,12,13,69.8,7.6
33.95001,151.17001,2018,1,6,06-01-2018,10.5,16.9,12.9,3.9,20.7,14.9,78.6,12.3
33.95001,151.17001,2018,1,7,07-01-2018,8.4,14.4,12.8,11.5,17,13.6,70.5,14.2
33.95001,151.17001,2018,1,8,08-01-2018,7.7,15.5,12.9,2.2,12.4,14.2,67.2,7.3
33.95001,151.17001,2018,1,9,09-01-2018,14.7,19.8,15.7,9.3,23.6,17.8,81.8,16.5
33.95001,151.17001,2018,1,10,10-01-2018,12.3,19.3,16.7,11.9,19.3,18,71.8,15.6
33.95001,151.17001,2018,1,11,11-01-2018,13.6,17.9,16.6,9.3,15.1,17.2,77.8,12.2
33.95001,151.17001,2018,1,12,12-01-2018,12.5,17.7,14.5,5.5,11.3,16.1,81.7,8.4
33.95001,151.17001,2018,1,13,13-01-2018,11,14.7,12.8,6.3,8.1,13.8,82.5,7.2
33.95001,151.17001,2018,1,14,14-01-2018,9.3,13.1,11.3,1.3,20,12.2,81.9,10.6
33.95001,151.17001,2018,1,15,15-01-2018,7.2,12.8,11.9,4.2,12.6,12.3,71.1,8.4
33.95001,151.17001,2018,1,16,16-01-2018,9.5,16.9,12.9,0.9,10.9,14.9,67,5.9
33.95001,151.17001,2018,1,17,17-01-2018,11.4,18.2,15.7,2.5,10.3,17,67.7,6.4
33.95001,151.17001,2018,1,18,18-01-2018,13.1,19.1,15.1,10.2,21.4,17.1,76.1,15.8
33.95001,151.17001,2018,1,19,19-01-2018,10.1,15.7,14.4,8.5,17.5,15,71.7,13
33.95001,151.17001,2018,1,20,20-01-2018,8.9,14.2,13,4.1,8.3,13.6,73.5,6.2
33.95001,151.17001,2018,1,21,21-01-2018,11.2,17.9,13,3.7,11.7,15.4,75,7.7
33.95001,151.17001,2018,1,22,22-01-2018,9.5,15.2,14.4,5.3,14.8,14.8,70.7,10
33.95001,151.17001,2018,1,23,23-01-2018,12.6,18.7,15.4,13.2,24.6,17,78.1,18.9
33.95001,151.17001,2018,1,24,24-01-2018,12,17.9,16.1,13,21.4,17,71.3,17.2
33.95001,151.17001,2018,1,25,25-01-2018,7.6,15.6,9.3,14.2,24.1,12.5,76.8,19.1
33.95001,151.17001,2018,1,26,26-01-2018,8.5,14.7,9.9,8.5,17.5,12.3,77.3,13
33.95001,151.17001,2018,1,27,27-01-2018,7.1,11.8,11,10.7,16.5,11.4,75.1,13.6
33.95001,151.17001,2018,1,28,28-01-2018,7.2,13,10.9,4.1,17.8,11.9,72.4,11
33.95001,151.17001,2018,1,29,29-01-2018,10.2,16.6,12.5,2.7,19.3,14.5,72.9,11
33.95001,151.17001,2018,1,30,30-01-2018,11.5,17.1,13.5,7.6,19.8,15.3,75.5,13.7
33.95001,151.17001,2018,1,31,31-01-2018,7.9,13.4,12.7,4.9,8.8,13,70.7,6.8
33.95001,151.17001,2018,2,1,01-02-2018,10.5,16.4,13.1,3,8.1,14.8,74.8,5.6
33.95001,151.17001,2018,2,2,02-02-2018,11.6,16,14.5,1.1,11.9,15.2,80.2,6.5
